key	zh	en	es
ST11_SERENO/DLG_1101_1	它在这些被遗忘的墙上传播，没有人能确定它的起源或它模糊的命运	It creeps on these forgotten walls, and no one can determine its origin or its obscure destiny.	Repta sobre estos muros olvidados, sin que nadie pueda determinar su procedencia o su ignoto destino.
ST11_SERENO/DLG_1101_2	为了至高意志的爱，让它安静下来吧，因为我已为此祈求了很久	For the love of the the High Wills, silence it, for I have long yearned for it.	Por amor a la Alta Voluntad, hacedlo callar, pues lo ansío desde hace tiempo.
ST11_SERENO/DLG_1106_0	为了至高意志的爱，让这声音安静下来吧	For the love of the High Wills, make the sound cease.	Por amor a la Alta Voluntad, faz callar el sonido.
ST11_SERENO/DLG_11201_0	我，名为狄俄索达多，职为守夜人，听你差遣	I, Diosdado by name, night watchman by trade, am at thy mercy.	Yo, Diosdado por nombre, sereno por oficio, en su merced seo.
ST11_SERENO/DLG_11201_1	谢谢你使这样无法忍受的声音安静下来	You have my gratitude for quelling such an unbearable sound.	Tenedes la mia gratitud por haber acallado tan lastimero sonido.
ST11_SERENO/DLG_11201_2	我们正在无言图书馆之中，这些尘封的书卷被永远列为禁忌之书	We are in the Library of the Denied Words, for the pages that lie within these dusty tomes are forbidden and forever shall be.	Nos estamos en la Biblioteca de las Palabras Negadas, pues prohibidas son y serán las páginas escritas en aquestos polvorientos libros.
ST11_SERENO/DLG_11201_3	陪伴我的只有这些笨拙的钥匙和游荡的灵魂，他们即便离开阳间，也渴求着知识	All that accompanies me here are these ponderous keys and the wandering souls that, even after death, still hunger for knowledge.	Mi única compañía aquí son aquestas pesadas llaves y las almas errantes, que incluso después de muertas ansían conocimiento.
ST11_SERENO/DLG_11202_0	注意脚下，这些厅堂满是机关	Watch your step as these halls can be deceptive.	Vigilad los vuestros pasos pues estamos en estancias engañosas.
ST11_SERENO/DLG_11203_0	哦，你拿的那把钥匙…	Oh, that key of yours that you are carrying...	Oh, aquesa vostra llave que portáis...
ST11_SERENO/DLG_11203_1	可以打开上古幻象所遮盖的大门	It opens a door that was veiled in ancient illusions many aeons ago.	Ella abre la puerta hace mucho disfrazada tras antiguas ilusiones.
ST11_SERENO/DLG_11204_0	当心那里沉睡的东西	Beware of what sleeps there.	Cuidaos de lo que allí duerme.
ST11_SERENO/DLG_11205_0	大门等你去开启	The door awaits thee.	La puerta os espera.
ST11_SERENO/DLG_11205_1	当心那边沉睡的东西	Be careful of what sleeps beyond.	Cuidaos de lo que duerme tras ella.
ST11_SERENO/DLG_11206_0	那面容…	The Visage...	El Rostro...
ST11_SERENO/DLG_11206_1	有时，若是四下深沉而宁静，便可以听到岩石之中、根须之下黄金熔化的声音	At times, during the most profound silences, you can hear the gold melting within the rock, within the very roots.	A veces durante los silencios más profundos puede oírse el oro derretirse tras la piedra, tras las raíces.
ST11_SERENO/DLG_11207_0	注意脚下，这些厅堂满是机关	Watch your step, as these rooms can be deceptive.	Vigilad los vuestros pasos, pues estamos en estancias engañosas.
ST12_CRISANTA/DLG_1201_0	忏悔者彻夜无眠	Penitent One in sleeplessness.	Penitente en el desvelo.
ST12_CRISANTA/DLG_1201_1	你带着罪恶的剑，对神母和她的圣徒犯下了最严重的罪行，也对奇迹和它的爆发犯下了最严重的罪行	Carrying the guilty sword, you have committed the most serious crimes against the Mother and her Saints, against the Miracle and its outbreaks.	Portando la espada culpable habéis cometido los más graves delitos contra la Madre y sus Santos, contra El Milagro y sus brotes.
ST12_CRISANTA/DLG_1201_2	我们奉命结束你的使命	We have been entrusted with putting an end to your mission.	Se nos ha encomendado que acabemos con vuestro propósito.
ST12_CRISANTA/DLG_1201_3	我，忏悔的克兰莎，以我们最大的痛苦奇迹的祝福驱赶你，驱逐你，诅咒你	I, Crisanta in penance, excommunicate you, expel you, execrate you, with the blessing of Our Miracle of the Greatest Pain.	Yo, Crisanta en penitencia, os excomulgo, os expulso, os execro, con la bendición de Nuestro Milagro del Mayor Dolor.
ST12_CRISANTA/DLG_1201_4	这样，你的名字就会从天堂下抹去了	And thus shall your name be erased under the heavens.	Y así se borre vuestro nombre bajo los cielos.
ST12_CRISANTA/DLG_1202_0	继续吧…净化我被奇迹噬咬的灵魂吧	Go on... Purge my soul, bitten by The Miracle.	Adelante... Purgad mi alma mordida por El Milagro.
ST12_CRISANTA/DLG_1208_0	因此…你的名字就会从天堂下抹去	And thus...shall your name be erased under the heavens...	Y así... se borre vuestro nombre bajo los cielos...
ST12_CRISANTA/DLG_12201_0	再一次…我的盲闇面罩遇到了你的沉默面罩	Once again... My mask of blindness meets your silent one.	De nuevo... Mi máscara de fe ciega se cruza con la vuestra de fe anónima.
ST12_CRISANTA/DLG_12201_1	不要因我而担忧…这些猩红的绳索可以保护我免受创伤…	Do not worry on my account... The crimson cords protect me from being wounded...	No os preocupéis por mí... Las cintas carmesí me protegen de las heridas...
ST12_CRISANTA/DLG_12201_2	确实，这太…	It is true, and so...	Es cierto, entonces...
ST12_CRISANTA/DLG_12201_3	你的剑与你自身，也就是罪过与忏悔的共同体，可以让这无间轮回走向终结，在这轮回里，我们仿佛身处幽晦，无始无终	Your sword and you - Guilt and Penance in holy communion - only you both can put an end to this eternal cycle. To this eternal twilight with neither beginning nor end.	Vuestra espada y vos, Culpa y Penitencia en comunión, sois lo que pueden poner fin al ciclo eterno, por el cual caminamos bajo atardeceres sin fin ni principio.
ST12_CRISANTA/DLG_12201_4	忏悔者，世间自然有东西比圣母大教堂还要宏伟、比神迹还要伟大，比我用生命和信仰守护的东西还要伟大…	Penitent One, there is something greater than the Mother Church, greater than the Miracle, greater than what I have protected with my life and my faith...	Penitente, hay algo más allá de la Madre Iglesia, más allá del Milagro, más allá de lo que he protegido con mi vida y con mi fe...
ST12_CRISANTA/DLG_12201_5	那就是控制神迹的东西…	It is that which controls the Miracle...	Lo que controla al Milagro...
ST12_CRISANTA/DLG_12201_6	我正在与至圣三一讲话…那就是至高意志	I am speaking of the Supreme Trinity... The High Wills.	Hablo de la Suprema Trinidad... Las Altas Voluntades.
ST12_CRISANTA/DLG_12201_7	它们就在梦境的另一侧，在永恒行程之中	They can be found on the other side of the Dream, on the path of the Eternal Processions.	Se encuentran al otro lado del Sueño, en la vía de las Procesiones Eternas.
ST12_CRISANTA/DLG_12201_8	但是只有遭受绝至痛苦的灵魂才能获得绝至赦免，只有这样才能达到这个地方	But only a soul in Supreme Suffering can obtain Supreme Absolution, and thus be able to reach such a place.	Pero solo el alma en Suma Aflicción puede obtener la Suma Absolución, y así poder llegar a ese lugar.
ST12_CRISANTA/DLG_12202_0	现在你有了第四伤痕的标记，终极登升就在王座之外等待着，那就是梦境之外	Now you are marked by the Four Wounds. The final ascension awaits beyond the Throne. Beyond the Dream.	Ahora estáis marcado por las Cuatro Llagas. La última ascensión está esperando más allá del Trono. Más allá del Sueño.
ST12_CRISANTA/DLG_12202_1	进行最后的忏悔，向反转王座进发吧	Perform your final penance and make your way to the Turned Throne.	Realizad vuestra última penitencia y llevad vuestros pasos al Trono Girado.
ST12_CRISANTA/DLG_12202_2	永恒行程在另一端等着我们呢	The Eternal Processions await us on the other side.	Las Procesiones Eternas nos esperan al otro lado.
ST12_CRISANTA/DLG_12203_0	我感受到的…痛苦…	This pain... that I feel...	Este dolor... que siento...
ST12_CRISANTA/DLG_12203_1	它会…更深重…更古老…	It is... deeper... more ancient...	Es... más profundo... más antiguo...
ST12_CRISANTA/DLG_12203_2	你所肩负的罪过…已经击溃了我心中的…	The Guilt you carry... has broken something inside of me...	La Culpa que cargáis... ha quebrado algo en mí...
ST12_CRISANTA/DLG_12203_3	我的信仰…我的灵魂已千疮百孔	My faith... My soul... is wounded...	Mi fe... Mi alma... está herida...
ST12_CRISANTA/DLG_12203_4	我现在将前往元初的礼拜堂，最初的跪礼就是在这里开始的	I will now walk to the chapel where it all began, where the first Kneeling took place.	Marcharé ahora al lugar donde empezó todo, donde ocurrió vuestro primer Arrodillamiento.
ST12_CRISANTA/DLG_12203_5	你踏上赎罪之路的…第一步	Your first step... towards atonement.	Vuestro primer paso... hacia la expiación.
ST12_CRISANTA/DLG_12203_6	不要在意我深重的伤口	Now leave me alone with my deep wound.	Ahora dejadme sola con mi profunda herida.
ST12_CRISANTA/DLG_12204_0	断开的红色缚带代表着我的苦痛	The severed crimson bindings now reveal my agony.	Las sajadas cintas carmesí dejan ver ahora mi agonía.
ST12_CRISANTA/DLG_12204_1	你这邪恶的缔造者，就在这充满痛苦、阴暗与荒凉的末路，他们见到你可静不下来	They are uneasy to see you, the architect of sacrilege, here at the end of this bitter, sombre and desolate path...	Se agitan al veros, artífice de sacrilegios, aquí, al final de esta senda de amargura, tan sombría, tan desolada...
ST12_CRISANTA/DLG_12204_2	圣座，我们的慈父，就在他那洁白的大理石回廊之下等待着你	His Holiness, our father, awaits you under the marble of his white deambulatory.	El Santo Pontífice, padre nuestro, os espera bajo el mármol de su deambulatorio blanco.
ST12_CRISANTA/DLG_12204_3	我这柄束缚之剑力所不及之事，他都能轻易完成。他会让你跪在圣树燃烧后的灰烬之上	He will achieve that which my bandaged sword could not. He will leave you on your knees in the ashes of the holy tree that once burned.	Él logrará lo que mi espada vendada no ha podido. Os dejará arrodillado sobre la ceniza del santo árbol que un día ardió.
ST12_CRISANTA/DLG_12204_4	他会将那仁慈的手放在你的前额，让你的渎神劣迹重归圣洁	He will lay his merciful hand on your forehead sanctifying the end of your blasphemy.	Pondrá su mano misericordiosa en vuestra frente santificando el fin de vuestra blasfemia.
ST12_CRISANTA/DLG_12205_0	胡言诳语，颠倒梦想，痛苦谵妄，统统退散	Leave me alone with these lies, with the chimera, with the delirium of my own pain.	Dejadme sola con la mentira, con la quimera, con el delirio de mi dolor.
ST12_CRISANTA/DLG_12206_0	你所用的那柄剑…	That sword you wield...	Esa espada que portáis...
ST12_CRISANTA/DLG_12206_1	至高意志歌唱：我必须逃离它那钢铁之吻，其主人的背叛已将其玷污	The High Wills sing that I must escape the kiss of its steel, as it is wholly tainted by the heresy of its bearer.	Las Altas Voluntades cantan que rehúya el beso de su acero, pues la herejía de su portador lo embadurna por completo.
ST12_CRISANTA/DLG_12206_2	至大者在永恒行进中让我战斗，直至最后一息	The Great Ones, from the Eternal Processions, demand that I should battle until I draw my dying breath.	Las Grandes, desde las Procesiones Eternas, claman que luche hasta mi último estertor.
ST12_CRISANTA/DLG_12206_3	三…	The Three...	Las Tres...
ST12_CRISANTA/DLG_12207_0	至高之音说你的刑期不能推迟	The High Voices proclaim that your execution cannot be delayed.	Las Altas Voces sentencian que vuestra ejecución no puede ser postergada.
ST12_CRISANTA/DLG_12207_1	所以我害怕…我的苦修还远未结束	And so I fear... that my penance is far from over.	Temo pues... mi penitencia aún no ha acabado.
ST12_CRISANTA/DLG_12208_0	只要至高之音仍在回荡…只要你的沉默仍在继续…	Not while their voices still echo... Not while your silence endures...	No mientras sus voces retumben... No mientras vuestro silencio perdure...
ST12_CRISANTA/DLG_12209_0	守护者倒下了	The guardian has fallen.	El guardián ha caído.
ST12_CRISANTA/DLG_12209_1	终极真相正等着你，终极的羞辱	The final truth awaits you. The final outrage.	Delante os espera la última de las verdades. El último ultraje.
ST12_CRISANTA/DLG_12209_2	现在穿过刺绣的披风，走向光明吧	Go forward now through the embroidered mantles towards the light.	Avanzad ahora por los mantos bordados hacia la luz.
ST12_CRISANTA/DLG_12210_0	跟着我，忏悔者	Behind me, Penitent One.	Detrás de mí, Penitente.
ST12_CRISANTA/DLG_12210_1	躲在我深红的织物下吧	Take cover in my crimson bindings.	Cubríos tras mis cintas carmesí.
ST14_LOTL/DLG_1401_0	畸形卵已打开	The Deformity has opened up.	La Deformidad se ha abierto.
ST14_LOTL/DLG_1401_1	你被赐予了三根打结的舌头，它们能够长出深深的，能够扭曲变形的，模仿它们三个母亲的痛苦的根	You have been granted three knotted tongues, able to grow deep roots that will twist and wring, copying the pain of their three mothers.	Os ha otorgado tres lenguas anudadas capaces de hacer crecer raíces profundas que se retorcerán y trenzarán, imitando el dolor de sus tres madres.
ST14_LOTL/DLG_1401_2	以至高意志的名义，我祝福这圣物。你们要谨慎，因为现今它是洁净圣洁的	In the name of the High Wills, I bless this relic. Watch over it, for it is now pure and sacred.	En nombre de las Altas Voluntades, yo bendigo esta reliquia. Velad por ella pues es ahora pura y santa.
ST14_LOTL/DLG_1403_0	在它死的时候，在死亡旅程之前，奇迹吻了主人的手，停止了肉体的腐败，给了他新的恩典	At the time of its death, before the journey, the Miracle kissed the hand of the master, stopping the corruption of the flesh and granting him a new grace.	En el momento de la muerte, antes del viaje, el Milagro besó la mano del maestro, deteniendo la corrupción de la carne y otorgándole una nueva gracia.
ST14_LOTL/DLG_1403_1	以至高意志的名义，我祝福这圣物。你们要谨慎，因为现今它是洁净圣洁的	In the name of the High Wills, I bless this relic. Watch over it, for it is now pure and sacred.	En nombre de las Altas Voluntades, yo bendigo esta reliquia. Velad por ella pues es ahora pura y santa.
ST14_LOTL/DLG_1404_0	看那浸透了病痛、思想、梦中罪恶的汗水的亚麻布。	Behold the linen cloth that soaks the sweat of fevers, of thoughts, of dreamt sins.	He aquí el paño de lino que empapa el sudor de las fiebres, de los pensamientos, de los pecados soñados.
ST14_LOTL/DLG_1404_1	获得秘密和禁断供词的工具，即使是从那些已经前往大梦境彼岸的人那里	A tool that obtains secret and forbidden confessions, even from those who already departed to the other side of the Dream.	Un instrumento que obtiene confesiones secretas y prohibidas incluso de los que ya marcharon al otro lado del Sueño.
ST14_LOTL/DLG_1404_2	以至高意志的名义，我祝福这圣物。你们要谨慎，因为现今它是洁净圣洁的	In the name of the High Wills, I bless this relic. Watch over it, for it is now pure and sacred.	En nombre de las Altas Voluntades, yo bendigo esta reliquia. Velad por ella pues es ahora pura y santa.
ST14_LOTL/DLG_1406_0	这里是另一处梦境，忏悔者	This place is another dream, Penitent One.	Este lugar es un sueño más, Penitente.
ST14_LOTL/DLG_1406_1	"他们相信我是一个值得为之奉献的圣人，而我回赠他们祈祷的唯一东西就是遍及这片荒凉土地和我们身体的硝酸盐 "	"They believed me a saint worthy of devotions, and the only thing I granted to their prayers was the saltpetre that runs through this stark land and rises through our bodies. "	Ellos me creyeron un santo digno de devociones y lo único que concedí a sus peticiones fue el salitre que recorre esta inhóspita tierra y sube por nuestros cuerpos.
ST14_LOTL/DLG_1406_2	奇迹对假偶像的惩罚就是赐予他们虚假的圣洁	The punishment of the Miracle for the false idol is to grant them false holiness.	El castigo del Milagro al falso ídolo es otorgarle falsa santidad.
ST14_LOTL/DLG_1406_3	不要试图得到我的名字，因为它也被盐覆盖着	Do not try to obtain my name, for it is also covered in salt.	No queráis saber mi nombre pues también está cubierto de sal.
ST14_LOTL/DLG_1410_0	给我带来任何可以祝福的东西，这样你就可以粉碎我的命运，让我前往这个虚假梦境的另一边	Bring me anything that can be blessed, so you might crush this fate of mine and let me cross to the other side of this false dream.	Traedme lo que pueda ser bendecido y así vos podáis quebrar este destino mío para dejarme cruzar al otro lado de este falso sueño.
ST15_MOONCHILD/DLG_1501_0	没有名字的忏悔者，找到我的兄弟，引导他们到我这里	Penitent One without a name, find my brothers and guide them to me.	Penitente sin nombre, encontrad a mis hermanos y guiadles hasta mi.
ST15_MOONCHILD/DLG_1502_0	忏悔者啊，你找到了我的这些神圣的兄弟们，你已经完成了我出生时的景象，那是画在一张熟睡的画布上的景象	Penitent One, in finding these holy brethren of mine you have completed the vision of my birth, which was painted on a sleeping canvas.	Penitente, al encontrar a estos santos hermanos habéis completado la visión de mi alumbramiento que fue pintada en un lienzo que se encontraba dormido.
ST15_MOONCHILD/DLG_1502_1	吾名尤西诺。曾经有一头勇敢的公牛受尽了折磨，而它的痛苦与月亮则孕育了我。圣洁的弟兄啊，我是蒙受至高意志的恩典而诞生于世的存在	My name being Jocinero, I was born of the moon and of the torment of a brave bull, and of myself, by the grace of High Wills, my holy brethren.	Siendo Jocinero mi nombre, nací de la luna y del tormento de un toro bravo, y de mí, por la gracia de las altas voluntades, mis santos hermanos.
ST15_MOONCHILD/DLG_1503_0	你返回的脚步很欢快。你应该已发现了我所有被奇迹囚禁了的兄弟	Joyful are your returning steps. You have found all of my brothers imprisoned by the Miracle.	Dichosos son vuestros pasos que regresan. Habéis encontrado a todos mis hermanos apresados por el Milagro.
ST15_MOONCHILD/DLG_1503_1	现在他们自由了，他们将能够在忏悔中保护所有的灵魂，包括你自己的灵魂	Now that they are free they will be able to protect all souls in penance, as well as your own.	Ahora que están liberados podrán amparar a todas las almas en penitencia, así como la vuestra propia.
ST15_MOONCHILD/DLG_1503_2	走近一点，把这片月亮拿走。有了这件宝物，我的一位神圣兄弟将随时听候你的召唤	Come closer, and take this piece of moon. With it, one of my holy brethren will join you whenever necessary.	Acercaos, y tomad este trozo de luna. Con ella uno de mis santos hermanos os acompañará siempre que os sea menester.
ST15_MOONCHILD/DLG_1504_0	发自内心地悲痛吧，幸运的忏悔者	Contrite be the heart, Penitent One in good fortune.	Compungido corazón sea, Penitente en buenaventuranza.
ST15_MOONCHILD/DLG_1506_0	你找到了我的几个兄弟	You have found some of my brothers.	Habéis encontrado a algunos de mis hermanos.
ST15_MOONCHILD/DLG_1506_1	虽然我仍然希望你能继续寻找其余的人，但请收下这张用我们脸上的黄金做成的布，这样兄弟们就会指引你的	Though I still ask you to find the rest of them, please keep this canvas made from the gold of our faces, and the Brothers will guide you.	Aunque todavía os pido encontrar a los demás, guardad mientras este lienzo hecho con el oro de nuestros rostros, y los Hermanos os guiarán.
ST15_MOONCHILD/DLG_1507_0	请继续寻找其他人	Please find the rest.	Por favor, encontrad al resto.
ST17_ALTASGRACIAS/DLG_1701_0	"有了这些融化在我指尖的黄金，我拒绝了我的爱人的财富 "	"With this gold that melts between my fingers, I reject the riches of my betrothed. "	Con este oro que se funde entre mis dedos yo rechazo las riquezas de mi prometido.
ST17_ALTASGRACIAS/DLG_1702_0	有了这条丝带，我拒绝了我的爱人的联系	With this torn ribbon I reject this bond with my betrothed.	Con este lazo rasgado yo rechazo esta unión con mi prometido.
ST17_ALTASGRACIAS/DLG_1703_0	有了这面纱遮住我的脸，我为死去的爱人哀悼	With this veil I cover my face in mourning for the dead love for my betrothed.	Con este velo cubro mi rostro en luto por el amor muerto a mi prometido.
ST17_ALTASGRACIAS/DLG_1704_0	沉默的忏悔者，召唤我的三个声音	Penitent One in silence, who summons my three voices.	Penitente en el silencio que invocáis mis tres voces.
ST17_ALTASGRACIAS/DLG_1704_1	姐妹们合为一体，从而诞生了叫做阿塔吉拉卡斯的苦痛奇迹	Three sisters became as one, thus birthing a Grievous Miracle called Altasgracias.	Tres hermanas se abrazaron en una realizándose un Milagro Doloroso llamado Altasgracias.
ST17_ALTASGRACIAS/DLG_1704_2	这个蛋里藏着我们的一些仍然完美无缺的东西	This egg conceals something of ours that still remains immaculate.	Este óvulo esconde algo nuestro que aún se mantiene inmaculado.
ST17_ALTASGRACIAS/DLG_1705_0	带着它，这样它的纯洁就会远离我们，因为对于这些畸形的身体来说已经太迟了	Take it with you, and thus take its purity away from us, for it is already too late for these deformed bodies.	Llevadlo con vos y así alejad lo puro de nosotras, pues para estos cuerpos deformes ya es demasiado tarde.
ST17_ALTASGRACIAS/DLG_1706_0	这时，我们愤怒的声音被驱散了。现在奇迹使他们化为了永恒	Our rageful voices were banished then. Now the Miracle has made them eternal.	Nuestras voces llenas de rabia fueron prohibidas. Ahora el Milagro las ha hecho eternas.
ST17_ALTASGRACIAS/DLG_1706_1	记住，只有圣者才能祝福这礼物，消弭它的罪孽	Remember that only the Holiness can bless this gift so that it is without sin.	Recordad que solo la Santidad puede bendecir este regalo para que esté libre de pecado.
ST17_ALTASGRACIAS/DLG_1706_2	我们的声音可以在你们的幸运之路上保护你们	Our voices can be protection on the pathways along which your fortunate steps will take you.	Nuestras voces pueden ser un amparo en las sendas por las que os lleven vuestros pasos venturosos.
ST17_ALTASGRACIAS/DLG_1707_0	请离开吧。我们的畸变将前往大梦境的彼岸，去寻求宽恕	Leave now. Our deformities will depart to the other side of The Dream to find absolution.	Marchaos ahora. Nuestras deformidades partirán al otro lado del Sueño para encontrar el perdón.
ST18_NAZARIO/MSG_1801_0	孽刃美德已经上升	The Virtue of Mea Culpa hath ascended.	La Virtud de Mea Culpa ha ascendido.
ST201_UNDERTAKER/DLG_20101_0	谦卑的仆从向您请安，忏悔者	This lowly servant greets you, oh Penitent One.	Este humilde servidor os saluda, Penitente.
ST201_UNDERTAKER/DLG_20101_1	欢迎来到藏骨堂，此地所有人都将被铭记	Welcome to the ossuary of all those who will be eternally remembered.	Bienvenido al osario de los que serán eternamente recordados.
ST201_UNDERTAKER/DLG_20101_2	我的职责就是为这片浓雾中的每一具髑髅提供庇护	My duty is none other than to provide shelter to each and every one of these skeletal remains that linger under these intangible veils of dust.	Mi quehacer no es otro que el de dar amparo a todos y cada uno de los restos óseos que aquí esperan bajo los impalpables velos del polvo.
ST201_UNDERTAKER/DLG_20101_3	无论过去了几百年，在我看来都是弹指一挥间；骨头们会追随我，它们会用咯咯的声响或是沉默来进行交流	It matters little how many years or centuries have passed; the bones speak to us, through their creaking and grinding and through their silence.	No importan los años, los siglos que pasen, los huesos nos siguen hablando con sus crujidos, con sus silencios.
ST201_UNDERTAKER/DLG_20101_4	但是这些遗骸需要向彼此传达自己所守护的真相	But these remains need one another in order to reveal the truth they still guard within.	Pero estos restos se necesitan unos a otros para poder revelar la verdad que aún guardan.
ST201_UNDERTAKER/DLG_20101_5	只有亲如兄弟，它们才能永息长眠。因此，它们才会请求你的帮助	Only together, in intimate brotherhood, will they achieve eternal rest. For this, they beg that you help them.	Sólo juntos, en íntima hermandad, obtendrán sus eternos descansos. Por ello precisan de vuestro favor.
ST201_UNDERTAKER/DLG_20101_6	把它们带到我的面前，只有这样我们才能揭露它们保守的秘密	Bring them before me and in this way we will uncover the truth that they have silenced.	Traedlos ante mí y así conoceremos la verdad que callan.
ST201_UNDERTAKER/DLG_20102_0	聆听黑暗之中骸骨的声响吧，它们也在聆听你的声音	Listen to the creaking of the bones in the darkness; for they hear us too.	Oíd el crujir de los huesos en la oscuridad, pues ellos nos oyen a nosotros.
ST201_UNDERTAKER/DLG_20102_1	骸骨非常感谢你的帮助，它们苏醒了，而那声音也再度响起	The bones are grateful for your help. They are awakening and with them, so too is the Voice.	Los huesos os agradecen vuestro favor. Se están despertando, y con ellos, la Voz.
ST201_UNDERTAKER/DLG_20103_0	这座藏骨堂中的骸骨越来越多，骨灰盒中的骨灰也不断增多…	This great ossuary is filling up. The ashes flow ever more from the urns...	Este gran osario se está completando. La ceniza mana de las urnas más y más...
ST201_UNDERTAKER/DLG_20104_0	这些白骨马上就能兄弟同德了	The pale brotherhood of the bones is about to be completed.	La hermandad pálida de los huesos está a punto de completarse.
ST201_UNDERTAKER/DLG_20104_1	忏悔者，不要犹豫	Do not falter now, Penitent One.	No decaigáis ahora, Penitente.
ST201_UNDERTAKER/DLG_20105_0	哦…藏骨堂完整了	Oh... The ossuary is now complete.	Oh... El osario está ahora completo.
ST201_UNDERTAKER/DLG_20105_1	所以我在此地的任务完成了	So, my mission here has ended.	Mi misión aquí entonces ha terminado.
ST201_UNDERTAKER/DLG_20105_2	不…我不要再看守骸骨了…	No... I will no longer watch over the bones...	No... ya no velaré más por los huesos...
ST201_UNDERTAKER/DLG_20105_3	这座墓穴充满苍白而又可怜的骨灰，现在该它们看守我了	It is they who will now watch over me in this tomb of pale and merciful ash.	Son ellos los que velarán ahora por mí en este sepulcro de pálida y misericorde ceniza.
ST201_UNDERTAKER/DLG_20105_4	愿他们的安宁与你同在，忏悔者	May their peace be with you, Penitent One.	Que su paz vaya con vos, Penitente.
ST201_UNDERTAKER/DLG_20106_0	把剩余的骨头带到我面前来，忏悔者	Bring the rest of the bones before me, Penitent One.	Traed el resto de huesos ante mí, Penitente.
ST201_UNDERTAKER/DLG_20107_0	你能听到它们的声音吗？你能听到它们那古老的咏叹调吗？	Can you already hear their song? Can you already hear their ancient aria?	¿Oís ya su canto? ¿Oís ya su antigua copla?
ST201_UNDERTAKER/DLG_20107_1	向白骨歌唱的女士已然苏醒…	The lady who sang to the bones has awoken...	La dama que les cantaba a los huesos ha despertado...
ST201_UNDERTAKER/DLG_20107_2	那边的骷髅已经为你打开了大门，它们欢迎你的到来	The skeletal remains on the other side have opened the door to you. They bid you welcome.	Los restos óseos al otro lado os han abierto la puerta. Os dan la bienvenida.
ST201_UNDERTAKER/DLG_20107_3	留意它们与你分享的秘密	But beware of the secret they wish to share.	Mas cuidaos del secreto que quieren revelaros.
ST201_UNDERTAKER/DLG_20108_0	忏悔者，你已终结歌唱者的痛苦	Penitent One, you have finished with the suffering of the Singer.	Penitente, habéis acabado con el sufrimiento de la Cantaora.
ST201_UNDERTAKER/DLG_20108_1	她的歌声，是由安息于此的灵魂组成的	Her song was formed by the very voices of all the souls resting in this place;	Su cante lo formaban las propias voces de todas las almas que reposaban en este lugar
ST201_UNDERTAKER/DLG_20108_2	他们的故事、悲剧和哀恸在她的歌声中涌动，形成了回响的旋律	their stories, tragedies and sorrows flowed through her voice creating melodious echoes.	Sus historias, sus tragedias, sus llantos, que fluían a través de su voz creando melodiosos ecos.
ST201_UNDERTAKER/DLG_20108_3	也形成了暗影的圣歌	Creating a psalm of shadows.	Creando una copla de tinieblas.
ST201_UNDERTAKER/DLG_20108_4	亡者之声，伊西多拉…	The voice of the dead, Isidora...	La voz de los muertos, Isidora...
ST201_UNDERTAKER/DLG_20109_0	看…我们脚下的尘土如何扬起	Look... see how the ash rises up beneath our feet.	Mirad... mirad como brota la ceniza bajo nuestros pies.
ST201_UNDERTAKER/DLG_20109_1	在门的另一边，骸骨在等待声音醒来，再次向我们歌唱	From the other side of the door, the bones long for the Voice to awaken and sing to us once more.	Desde el otro lado de la puerta los huesos ansían que la Voz despierte y nos cante de nuevo.
ST201_UNDERTAKER/DLG_20109_2	哦…她那甜美的声音…	Oh... her sweet Voice...	Oh... su dulce Voz...
ST201_UNDERTAKER/DLG_20110_0	把白骨带到我的面前，只有这样我们才能揭露它们保守的秘密	Bring the bones before me and we will uncover the truth that they keep silent.	Traed los huesos ante mí, y conoceremos la verdad que callan.
ST201_UNDERTAKER/DLG_20111_0	白骨感谢你的帮助，善良的忏悔者	The bones thank you for your help, oh virtuous Penitent One.	Los huesos os agradecen vuestro favor, Penitente en la virtud.
ST201_UNDERTAKER/DLG_20112_0	白骨感谢你的帮助，善良的忏悔者	The bones thank you for your help, oh virtuous Penitent One.	Los huesos os agradecen vuestro favor, Penitente en la virtud.
ST201_UNDERTAKER/DLG_20112_1	把白骨带到我的面前，只有这样我们才能揭露它们保守的秘密	Bring the bones before me and we will uncover the truth that they keep silent.	Traed los huesos ante mí, y conoceremos la verdad que callan.
ST202_PERPETUA/DLG_20201_0	忏悔者，你面前的坟墓上刻着我的名字，我佩佩塔就葬身于此，而我的躯壳早已朽烂	Penitent One, you stand before the tomb below which my name, Perpetva, rests. And with it, a body vanquished a long time ago.	Penitente, estáis ante el sepulcro bajo el cual descansa el nombre mío de Perpetva junto a un cuerpo vencido hace ya mucho tiempo.
ST202_PERPETUA/DLG_20201_1	虽然我们彼此伤害时就早已认识，但是由于你那莽撞的信仰，我们如今有机会再次相遇	Although we were already introduced through the wounds of our confrontation, the audacity of your faith now gives us the chance to meet once again.	Aunque las heridas de nuestro enfrentamiento ya nos presentaron, la osadía de vuestra fe nos vuelve a otorgar la oportunidad de este nuevo encuentro.
ST202_PERPETUA/DLG_20201_2	我们背着神迹相见，虽然神迹最终也会知晓	A meeting behind the back of a Miracle that ends up knowing all.	Un encuentro a espaldas de un Milagro que todo lo acaba sabiendo.
